questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
SD-010,gdlLicensing,SD,"What is unique about South Dakota's permit age?","South Dakota permit age is the same as most other states","One of the youngest permit ages in the nation at 14","South Dakota has the oldest permit age in the nation","South Dakota has no minimum age for obtaining a permit",B
TN-008,gdlLicensing,TN,"Who must supervise a Tennessee permit holder?","Any driver with a valid license may supervise in Tennessee","Licensed parent guardian or adult 21 or older required","A licensed driver 18 or older must supervise in Tennessee","Any adult may supervise a permit holder in Tennessee",B
VT-014,cellPhone,VT,"What is Vermont cell phone law for all drivers?","No restrictions on cell phone use exist for adult drivers","Handheld phones are banned for all drivers in Vermont","Only texting is banned for all drivers in Vermont","Cell phone restrictions only apply in school zones",B
VT-036,stateUnique,VT,"Are right turns on red permitted in Vermont?","Right turns on red are never permitted in Vermont","Yes after complete stop unless signs prohibit the turn","Right turns on red are only permitted outside Burlington","Right turns on red are only permitted with a green arrow",B
VA-014,cellPhone,VA,"What is Virginia cell phone law for all drivers?","No restrictions on cell phone use exist for adult drivers","Handheld phones are banned for all drivers in Virginia","Only texting is banned for all drivers in Virginia","Cell phone restrictions only apply in school zones",B
WA-014,cellPhone,WA,"What is Washington cell phone law for all drivers?","No restrictions on cell phone use exist for adult drivers","Handheld phones are banned for all drivers in state","Only texting is banned for all drivers in Washington","Cell phone restrictions only apply in school zones",B
WV-036,stateUnique,WV,"Are right turns on red permitted in West Virginia?","Right turns on red are never permitted in West Virginia","Yes after complete stop unless signs prohibit the turn","Right turns on red are only permitted outside Charleston","Right turns on red are only permitted with a green arrow",B
U-094,safeDriving,ALL,"What causes most skids?","Driver error in braking or steering causes most skids","Mechanical failure is the main cause of most skids","Road conditions are the primary cause of most skids","Tire problems are the main cause of most skids",A
AL-035,stateUnique,AL,"Is it legal to pass a school bus that has stopped with red lights flashing in Alabama?","Yes if on the opposite side of a divided highway only","Yes after waiting 10 seconds for children to cross","It is never legal to pass a stopped school bus","Only if no children are visible near the stopped bus",A
AZ-007,gdlLicensing,AZ,"How many passengers under 18 can a new Class G license holder have in Arizona?","No passengers under 18 are permitted during the period","One passenger under 18 for the first 6 months only","Two passengers under 18 are permitted during the period","Unlimited passengers under 18 are permitted at all times",B
AZ-020,duiStateLaws,AZ,"What is the BAC limit for drivers under 21 in Arizona?","The BAC limit for drivers under 21 is 0.08% in Arizona","The BAC limit for drivers under 21 is 0.04% in Arizona","The BAC limit for drivers under 21 is 0.02% in Arizona","Zero tolerance applies to all drivers under 21",D
AZ-030,insurance,AZ,"What does liability insurance cover in Arizona?","Liability insurance covers damage to your own vehicle","Claims from others if you cause an accident are covered","Liability insurance covers theft of your vehicle only","Liability insurance only covers your own medical bills",B
AR-030,insurance,AR,"What does liability insurance protect against in Arkansas?","Liability insurance protects damage to your own vehicle","Claims from others if you cause an accident are covered","Liability insurance protects against theft of vehicle","Liability insurance only covers your own medical bills",B
CO-018,cellPhone,CO,"Can you touch your phone at a red light under Colorado's hands-free law?","Yes brief contact is permitted at red lights in Colorado","No touching the phone at any time while driving allowed","Touching is only permitted to answer incoming calls","Touching is only permitted for navigation purposes",B
DE-015,cellPhone,DE,"Can permit holders under 18 use hands-free devices in Delaware?","Yes hands-free device use is allowed for permit holders","No all electronic device use is prohibited for them","Hands-free use is only permitted for emergency calls","Hands-free use is only permitted for GPS navigation",B
FL-017,cellPhone,FL,"Can you use a handheld phone while stopped at a red light in Florida?","No handheld phone use is never permitted while driving","Yes the law allows handheld use when vehicle stationary","Handheld use is only permitted for emergency calls","Handheld use is only permitted for GPS navigation",B
GA-029,insurance,GA,"What does liability insurance cover in Georgia?","Liability insurance covers damage to your own vehicle","Claims from others if you cause an accident are covered","Liability insurance covers theft of your vehicle only","Liability insurance only covers your own medical bills",B
ID-003,gdlLicensing,ID,"How many hours of supervised driving practice are required in Idaho?","25 hours of supervised practice are required in Idaho","40 hours of supervised practice are required in Idaho","50 hours with 10 at night are required in Idaho","30 hours of supervised practice are required in Idaho",C
ID-011,gdlLicensing,ID,"What must Idaho driver education courses include?","Only classroom instruction is required for Idaho courses","Classroom instruction plus behind-the-wheel training","Only online instruction is required for Idaho courses","Only parent observation is required for Idaho courses",B
ID-018,cellPhone,ID,"What happens after 3 hands-free violations within 3 years in Idaho?","Nothing additional happens after 3 violations in Idaho","Possible license suspension for up to 90 days applies","A mandatory driving course must be completed after 3","Vehicle impoundment may occur after 3 violations",B
IL-003,gdlLicensing,IL,"How many hours of supervised driving practice are required in Illinois?","25 hours of supervised practice are required in Illinois","40 hours of supervised practice are required in Illinois","50 hours with 10 at night are required in Illinois","30 hours of supervised practice are required in Illinois",C
IN-004,gdlLicensing,IN,"How many hours of supervised driving practice are required in Indiana?","25 hours of supervised practice are required in Indiana","40 hours of supervised practice are required in Indiana","50 hours with 10 at night are required in Indiana","30 hours of supervised practice are required in Indiana",C
KS-035,stateUnique,KS,"What is Kansas law regarding school buses?","Drivers must stop only when on same side as stopped bus","Stop in both directions unless divided by raised median","Drivers should slow to 20 mph but stopping not required","Stop only when children are visible near the stopped bus",B
KY-038,stateUnique,KY,"What wildlife hazard is common on Kentucky roads?","No significant wildlife hazards exist on Kentucky roads","Deer are common especially during fall breeding season","Wildlife hazards only exist near designated park areas","Wildlife hazards only exist in marked crossing areas",B
LA-036,stateUnique,LA,"Are right turns on red permitted in Louisiana?","Right turns on red are never permitted in Louisiana","Yes after complete stop unless signs prohibit the turn","Right turns on red only permitted outside New Orleans","Right turns on red are only permitted with green arrow",B
ME-003,gdlLicensing,ME,"How many hours of supervised driving practice are required in Maine?","35 hours of supervised practice are required in Maine","70 hours with 10 at night are required in Maine","50 hours of supervised practice are required in Maine","40 hours of supervised practice are required in Maine",B
MD-003,gdlLicensing,MD,"How many hours of supervised driving practice are required in Maryland?","40 hours of supervised practice are required in Maryland","60 hours with 10 at night are required in Maryland","50 hours of supervised practice are required in Maryland","70 hours of supervised practice are required in Maryland",B
MD-026,duiStateLaws,MD,"What is required for Maryland DUI offenders to regain driving privileges?","Nothing special is required to regain driving privileges","Ignition interlock device participation is required","Only community service is required for DUI offenders","Only fines are required to regain driving privileges",B
MD-033,stateUnique,MD,"What is the maximum speed limit on Maryland interstate highways?","The maximum speed limit is 65 mph on Maryland interstates","70 mph is permitted on some sections of Maryland highways","The maximum speed limit is 75 mph on Maryland interstates","The maximum speed limit is 60 mph on Maryland interstates",B
MI-003,gdlLicensing,MI,"How many hours of supervised driving practice are required in Michigan?","30 hours of supervised practice are required in Michigan","50 hours with 10 at night are required in Michigan","40 hours of supervised practice are required in Michigan","60 hours of supervised practice are required in Michigan",B
MN-003,gdlLicensing,MN,"How many hours of supervised driving practice are required in Minnesota?","30 hours of supervised practice are required in Minnesota","50 hours with 15 at night are required in Minnesota","40 hours of supervised practice are required in Minnesota","60 hours of supervised practice are required in Minnesota",B
MN-014,cellPhone,MN,"What is Minnesota cell phone law for all drivers?","No restrictions on cell phone use exist for adult drivers","Hands-free only required since August 2019 for all","Only texting is banned for all drivers in Minnesota","A complete ban on all phone use applies to all drivers",B
MN-036,stateUnique,MN,"Are right turns on red permitted in Minnesota?","Right turns on red are never permitted in Minnesota","Yes after complete stop unless signs prohibit the turn","Right turns on red only permitted outside Twin Cities","Right turns on red are only permitted with green arrow",B
MS-010,gdlLicensing,MS,"Is driver education required in Mississippi?","Yes driver education is required for all drivers under 18","No but it can reduce the required permit holding time","Driver education is only required for those under age 15","Driver education is only required after traffic violations",B
MO-036,stateUnique,MO,"Are right turns on red permitted in Missouri?","Right turns on red are never permitted in Missouri","Yes after complete stop unless signs prohibit the turn","Right turns on red only permitted outside metro areas","Right turns on red are only permitted with green arrow",B
MT-003,gdlLicensing,MT,"How many hours of supervised driving practice are required in Montana?","40 hours of supervised practice are required in Montana","50 hours with 10 at night are required in Montana","30 hours of supervised practice are required in Montana","60 hours of supervised practice are required in Montana",B
NE-003,gdlLicensing,NE,"How many hours of supervised driving practice are required in Nebraska?","30 hours of supervised practice are required in Nebraska","50 hours with 10 at night are required in Nebraska","40 hours of supervised practice are required in Nebraska","60 hours of supervised practice are required in Nebraska",B
NH-003,gdlLicensing,NH,"How many hours of supervised driving practice are required in New Hampshire?","20 hours of supervised practice are required in state","40 hours with 10 at night are required in state","30 hours of supervised practice are required in state","50 hours of supervised practice are required in state",B
NY-023,duiStateLaws,NY,"What happens if you refuse a BAC test in New York?","A written warning is issued with no immediate consequences","1-year license revocation and fine for test refusal","A 90-day administrative suspension is applied for refusal","Refusal is treated the same as passing the test",B
NC-003,gdlLicensing,NC,"How many hours of supervised driving practice are required in North Carolina?","30 hours of supervised practice are required in state","60 hours with 10 at night are required in state","50 hours of supervised practice are required in state","40 hours of supervised practice are required in state",B
NC-017,cellPhone,NC,"Can North Carolina school bus drivers use cell phones?","Same rules as regular drivers apply to school bus drivers","No cell phone use is permitted while bus is in motion","Only hands-free phone use is permitted by bus drivers","Only emergency calls are permitted by school bus drivers",B
OH-003,gdlLicensing,OH,"How many hours of supervised driving practice are required in Ohio?","30 hours of supervised practice are required in Ohio","50 hours with 10 at night are required in Ohio","40 hours of supervised practice are required in Ohio","24 hours of supervised practice are required in Ohio",B
OK-003,gdlLicensing,OK,"How many hours of supervised driving practice are required in Oklahoma?","30 hours of supervised practice are required in Oklahoma","50 hours with 10 at night are required in Oklahoma","40 hours of supervised practice are required in Oklahoma","20 hours of supervised practice are required in Oklahoma",B
OR-018,cellPhone,OR,"What makes Oregon cell phone penalties unique?","Oregon cell phone penalties are the same as other states","Among the highest cell phone fines in the nation","Oregon has no fines for cell phone violations","Oregon only adds points for cell phone violations",B
