questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
IN-038,stateUnique,IN,"What is the minimum following distance recommended in Indiana?","A minimum following distance of 1 second","A minimum following distance of 2 seconds","A minimum following distance of 3 to 4 seconds","A minimum following distance of 5 seconds",C
IA-018,cellPhone,IA,"What makes Iowa's distracted driving law unique?","Iowa law only applies to teenage drivers","Iowa law specifically bans entertainment devices","Iowa law only applies to texting while driving","Iowa law only applies on state highways",B
KS-025,duiStateLaws,KS,"What device is required for DUI offenders in Kansas?","A GPS tracker device is required after DUI","An ignition interlock device is required","A breathalyzer in home is required after DUI","No device is required for DUI offenders",B
KS-026,duiStateLaws,KS,"Can Kansas charge DUI for marijuana impairment?","No only alcohol can result in DUI charges","Yes any impairing substance can result in DUI","Only marijuana combined with alcohol counts","Only medical marijuana can result in charges",B
KY-030,insurance,KY,"What happens if you drive without insurance in Kentucky?","A warning only is issued for the first offense","A small fine only is applied for first offense","Fines plus suspension plus SR-22 filing required","Points are added to license but no fine applied",C
ME-034,stateUnique,ME,"What should Maine drivers know about moose?","Moose are only found in northern forest areas","Moose are rare throughout the state of Maine","Moose crossings are always marked with signs","Moose are common especially at dawn and dusk",D
MI-016,cellPhone,MI,"When did Michigan strengthen its distracted driving law?","Michigan strengthened the law in 2010","Michigan strengthened the law in June 2023","Michigan strengthened the law in 2019","Michigan strengthened the law in 2015",B
MT-013,cellPhone,MT,"What is Montana cell phone law for teen drivers?","No texting while driving for teen drivers","Same rules as adult drivers apply to teens","Hands-free devices are required for teens","A complete phone ban applies to teen drivers",A
NH-031,stateUnique,NH,"When must headlights be used in New Hampshire?","30 minutes after sunset plus low visibility","Headlights must be used from sunset to sunrise only","Headlights must only be used during rain or weather","Headlights must only be used on rural roads",A
NY-031,stateUnique,NY,"When must headlights be used in New York?","30 minutes after sunset plus low visibility","Headlights must be used from sunset to sunrise only","Headlights must only be used during rain or weather","Headlights must only be used on highways",A
OH-015,cellPhone,OH,"How is Ohio texting ban enforced for adults?","Texting ban is a secondary offense for adults","Texting ban is a primary offense for all drivers","Texting ban results in warning only for adults","Texting ban enforcement varies by county",A
PA-012,gdlLicensing,PA,"Can Pennsylvania parents add restrictions to their teen's license?","No only state rules apply to teen driving","Yes by notifying PennDOT of the restrictions","Parents can only add restrictions first 30 days","Parents can only add curfew restrictions",B
RI-011,gdlLicensing,RI,"What must Rhode Island teens complete before getting a permit?","Nothing additional is required before permit","A driver education course must be completed","Only the written test must be completed","Only the vision test must be completed",B
U-007,roadSigns,ALL,"What does a red circle with a line through it mean?","A red circle with line means stop here","A red circle with line means yield to traffic","A red circle with line means action prohibited","A red circle with line means one way only",C
U-012,roadSigns,ALL,"What does a pennant-shaped sign indicate?","A pennant shaped sign indicates school zone","A pennant shaped sign indicates yield ahead","A pennant shaped sign indicates merge lane","A pennant shaped sign indicates no passing",D
U-014,roadSigns,ALL,"What does a brown sign indicate?","A brown sign indicates a speed limit ahead","A brown sign indicates recreation areas nearby","A brown sign indicates services are available","A brown sign indicates construction ahead",B
U-018,roadSigns,ALL,"What does a deer silhouette on a yellow sign mean?","Deer silhouette indicates deer hunting area","Deer silhouette indicates animal crossing ahead","Deer silhouette indicates wildlife refuge area","Deer silhouette indicates a zoo is nearby",B
U-036,roadSigns,ALL,"What does HOV lane signage indicate?","Heavy vehicles only","High occupancy vehicles","Hospital vehicles only","Hazardous materials vehicles",B
U-037,roadSigns,ALL,"What does a keep right sign mean?","Keep right sign means pass on right only","Keep right sign means right turn only ahead","Keep right sign means stay right of divider","Keep right sign means right lane must exit",C
U-043,roadSigns,ALL,"What does signal ahead sign warn?","Signal ahead sign warns of traffic light","Signal ahead sign warns of speed camera","Signal ahead sign warns of flashing beacon","Signal ahead sign warns of railroad signal",A
U-075,rulesOfRoad,ALL,"What should you do if you miss your exit on a highway?","Back up carefully to reach your exit","Continue driving to the next available exit","Stop and reverse to reach your exit","Make a U-turn to reach your exit",B
U-102,safeDriving,ALL,"What is a blind spot?","A blind spot is area not visible in mirrors","A blind spot is a covered windshield area","A blind spot is a tinted window section","A blind spot is a dark area on the road",A
U-108,safeDriving,ALL,"What should you do if another vehicle passes you?","Speed up to match their speed on road","Maintain your current speed on roadway","Slow down slightly to let them pass safely","Flash your lights at the passing vehicle",C
U-119,safeDriving,ALL,"What is scanning the road?","Scanning the road means looking straight ahead","Scanning means checking mirrors on regular basis","Scanning means asking passengers to watch road","Moving eyes to check all areas around vehicle",D
U-120,safeDriving,ALL,"How far ahead should you look when driving?","You should look approximately 50 feet ahead","You should look approximately 100 feet ahead","You should look 10 to 15 seconds ahead","You should look approximately 2 seconds ahead",C
U-129,specialSituations,ALL,"What should you do if an animal is in the road?","Brake if it is safe to stop for the animal","Swerve quickly to avoid hitting the animal","Speed up to pass the animal more quickly","Honk your horn continuously at the animal",A
U-158,alcoholDUI,ALL,"What is a DUI checkpoint?","A DUI checkpoint is a speed trap location","A DUI checkpoint is an insurance check","A DUI checkpoint is an emissions test site","A DUI checkpoint is a sobriety checkpoint",D
AL-005,gdlLicensing,AL,"What are the nighttime driving restrictions for Stage II license holders in Alabama?","No driving from 10pm to 5am for Stage II","No driving from 11pm to 6am for Stage II","No driving from midnight to 6am for Stage II","No nighttime restrictions apply to Stage II",C
AL-028,insurance,AL,"Must you carry proof of insurance in your vehicle in Alabama?","No carrying proof of insurance is optional","Yes you must show proof if requested by officer","Proof only required for commercial vehicles","Proof only required if you have had accident",B
AL-039,stateUnique,AL,"What is the penalty for leaving the scene of an accident in Alabama?","A fine with no impact on your driving record","A warning is issued for the first offense only","Misdemeanor or felony plus license suspension","Points are added to your driving record only",C
AL-040,stateUnique,AL,"When are you required to report an accident to law enforcement in Alabama?","Only if any person involved in accident was injured","If there are injuries or death or major damage","Only if total damage exceeds 500 dollars in value","All accidents must be reported to police in state",B
AK-009,gdlLicensing,AK,"What is the penalty for violating provisional license restrictions in Alaska?","A written warning only for first violation","A 100 dollar fine for violating restrictions","200 dollar fine and 2 points on driving record","License revocation for violating restrictions",C
AK-013,cellPhone,AK,"Is texting while driving legal in Alaska?","Yes texting while driving is legal for all","Yes texting is legal only for adult drivers","No texting while driving is illegal for all","Texting is only illegal in school zones",C
CA-015,cellPhone,CA,"How must a phone be mounted to be used legally while driving in California?","Anywhere inside your vehicle is acceptable","In the cupholder is the only legal option","No mounting is required under state law","Windshield or dash or console without blocking view",D
CA-022,duiStateLaws,CA,"What happens if you are on DUI probation and drive with any alcohol in California?","Additional DUI charges and probation violation apply","No additional penalty applies in this situation","A warning only is issued for first occurrence","A fine is issued but no jail time is possible",A
CO-008,gdlLicensing,CO,"What is the nighttime curfew for teen drivers in Colorado?","Curfew is from 10pm to 5am for teen drivers","Curfew is from 11pm to 5am for teen drivers","Curfew is from midnight to 5am for teen drivers","Curfew is from 1am to 5am for teen drivers",C
CT-018,cellPhone,CT,"What activity does Connecticut law prohibit while driving?","Only phone use is prohibited by Connecticut law","Only eating while driving is banned by law","Any activity that interferes with driving safety","Only texting while driving is banned by law",C
FL-004,gdlLicensing,FL,"What are the daytime restrictions for the first 3 months with a learner's permit in Florida?","No daytime restrictions apply during first 3 months","Driving is allowed during daylight hours only","Driving is permitted until 10pm during period","Driving is permitted until midnight during period",B
GA-007,gdlLicensing,GA,"What are the nighttime driving restrictions for Georgia provisional license holders?","Curfew is from 10pm to 5am for provisional","Curfew is from midnight to 6am for provisional","Curfew is from 11pm to 5am for provisional","Curfew is from 9pm to 6am for provisional",B
GA-031,stateUnique,GA,"What does Georgia's Move Over law require?","Move over for school buses only in Georgia","Slow down or move over for emergency and utility","Move over only for police vehicles in Georgia","Move over at all intersections in Georgia",B
IL-035,stateUnique,IL,"What is Illinois law regarding school bus stops?","Stop only when on the same side as the bus","Slow down to 25 mph when passing stopped bus","Stop only when the red lights are flashing","Stop in both directions unless barrier exists",D
IL-039,stateUnique,IL,"What should Illinois drivers know about winter driving?","Chains are always required during winter months","No chains but snow tires are recommended","Studded tires are required by Illinois law","Salt trucks have the right of way on roads",B
IN-036,stateUnique,IN,"Are right turns on red permitted in Indiana?","Right turns on red are never permitted in state","Yes right turns permitted unless sign prohibits","Right turns only permitted outside Indianapolis","Right turns only permitted with a green arrow",B
IA-025,duiStateLaws,IA,"What does Iowa's implied consent law mean?","Automatic consent to BAC testing when driving","You can refuse all tests freely without penalty","Consent to vehicle searches only in Iowa","Consent to field sobriety tests only in Iowa",A
KY-005,gdlLicensing,KY,"What are the nighttime restrictions for Kentucky intermediate license holders?","Curfew is from 10pm to 5am for intermediate","Curfew is from midnight to 6am for intermediate","Curfew is from 11pm to 5am for intermediate","Curfew is from 9pm to 6am for intermediate",B
