questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
MA-023,duiStateLaws,MA,"What happens if you refuse a BAC test in Massachusetts?","A written warning is issued for first refusal with no immediate license action","License suspension ranging from 180 days to lifetime based on history","A 30-day administrative suspension is applied while the case is reviewed","Refusal is treated the same as passing the test with no additional penalty",B
TN-037,stateUnique,TN,"What should Tennessee drivers know about Nashville and Memphis traffic?","Traffic in Nashville and Memphis is light compared to other major metro areas","Major metro areas have significant congestion especially during events","No special traffic concerns exist because both cities have efficient highways","Traffic is always light in both cities due to extensive public transit systems",B
MN-035,stateUnique,MN,"What is Minnesota law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless separated by median or four or more lanes","Drivers should slow to 20 mph but stopping is not required in most cases","Stop only when the bus driver activates hand signals directed at your vehicle",B
MD-038,stateUnique,MD,"What should Maryland drivers know about bay bridges?","Maryland does not have any major bay bridges connecting different shore regions","The Chesapeake Bay Bridge can have high winds and special restrictions","Standard bridge driving rules apply with no additional considerations needed","The Chesapeake Bay Bridge remains open to traffic regardless of weather",B
MN-034,stateUnique,MN,"What should Minnesota drivers know about winter driving?","Winters in Minnesota are relatively mild with limited snowfall most years","Severe winters with ice and snow requiring winter driving skills","Significant snowfall is rare and roads are cleared within hours of any storm","Tire chains are required by law on all vehicles during the winter months",B
NY-012,gdlLicensing,NY,"Can New York junior drivers drive on certain expressways?","Yes all expressways are open to junior drivers without any restrictions at all","Restricted from some expressways in NYC and Long Island without supervision","No expressway restrictions exist for any properly licensed junior drivers","Only permitted on expressways when accompanied by a licensed driving instructor",B
NC-026,duiStateLaws,NC,"What is unique about North Carolina DWI penalties?","North Carolina uses standard DWI penalties similar to most other US states","Tiered punishment levels based on aggravating and mitigating factors","The same penalty applies to all DWI offenses regardless of circumstances","DWI offenses in North Carolina result in fines only with no jail time",B
SD-037,stateUnique,SD,"What should South Dakota drivers watch for on rural roads?","Rural roads in South Dakota are well-maintained with services at regular intervals","Long distances between services and wildlife including bison near parks","Wildlife concerns are limited to designated state highway corridors only","Wildlife is only present near Native American reservation areas in the state",B
TN-035,stateUnique,TN,"What is Tennessee law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless divided by barrier or five or more lanes","Drivers should slow to 25 mph but stopping is not required in most cases","Stop only when the bus driver activates hand signals directed at your vehicle",B
MD-030,insurance,MD,"What happens if you drive without insurance in Maryland?","First offense results in a written warning with no immediate financial penalty","Fines license suspension and vehicle registration suspension apply","Points are added to your driving record but no suspension occurs initially","A small fine under fifty dollars is typical for first-time offenders only",B
MS-040,stateUnique,MS,"What is unique about Mississippi open container laws?","Mississippi has a very strict statewide open container ban with heavy penalties","One of few states with no statewide open container ban for passengers","Open container violations in Mississippi result in strict penalties and jail time","Open container laws in Mississippi are identical to laws in most other states",B
MO-035,stateUnique,MO,"What is Missouri law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless divided by median or four or more lanes","Drivers should slow to 20 mph but stopping is not required in most cases","Stop only when the bus driver manually signals for approaching traffic to stop",B
MT-030,insurance,MT,"What happens if you drive without insurance in Montana?","First offense results in a written warning with no immediate financial penalty","Fines license suspension and vehicle registration suspension apply","Points are added to your driving record but no suspension occurs initially","A small fine under fifty dollars is typical for first-time offenders only",B
NE-040,stateUnique,NE,"What should Nebraska drivers know about deer?","Deer are not a significant driving concern in Nebraska due to wildlife programs","High deer population with many vehicle collisions especially November","Deer crossings are limited to designated state park areas and wildlife refuges","Marked wildlife crossing zones with reduced speed limits alert all deer areas",B
NC-037,stateUnique,NC,"What should North Carolina mountain drivers know?","Mountain terrain in North Carolina is limited to a small region with few roads","Blue Ridge Parkway and mountain roads have steep grades and curves","Road conditions in the mountains are similar to the rest of the entire state","Tire chains are required by law on all mountain roads throughout the year",B
OH-034,stateUnique,OH,"What should Ohio drivers know about lake effect snow?","Lake effect snow does not significantly impact driving conditions in Ohio","Lake effect snow from Lake Erie can create sudden severe conditions","Lake effect snow only affects the immediate Cleveland metropolitan area","Lake effect snow is a rare occurrence that happens once every few years",B
TN-030,insurance,TN,"What happens if you drive without insurance in Tennessee?","First offense results in a written warning with no immediate financial penalty","Fines license suspension and vehicle registration suspension apply","Points are added to your driving record but no suspension occurs initially","A small fine under fifty dollars is typical for first-time offenders only",B
NM-038,stateUnique,NM,"What should New Mexico drivers know about flash floods?","Flash floods do not occur in New Mexico due to the arid desert climate","Arroyos can flood suddenly and road dips should be avoided in rain","Flash flooding only occurs during the summer monsoon season months","Flash flooding is limited to river areas and does not affect any roadways",B
TN-034,stateUnique,TN,"What should Tennessee drivers know about mountain driving?","Mountain terrain in Tennessee is limited to a small region near the border","Smoky Mountain roads have steep grades curves and weather changes","Road conditions in the mountains are similar to the rest of the state","Tire chains are required by law on all Smoky Mountain roads year-round",B
MD-011,gdlLicensing,MD,"What happens if a Maryland provisional driver is convicted of a moving violation?","A written warning is issued with no impact on the provisional license period","2-month license suspension and extended provisional period apply","Points are added to the record but no suspension occurs for first offense","A fine is assessed but the provisional license period remains unchanged",B
NE-035,stateUnique,NE,"What is Nebraska law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless on divided highway or 4 or more lanes","Drivers should slow to 20 mph but stopping is not required in most cases","Stop only when the bus driver manually signals for approaching traffic to stop",B
NV-035,stateUnique,NV,"What is Nevada law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless divided by barrier or 3 or more lanes","Drivers should slow to 20 mph but stopping is not required in most cases","Stop only when the bus driver manually signals for approaching traffic to stop",B
NJ-030,insurance,NJ,"What happens if you drive without insurance in New Jersey?","First offense results in a written warning with no immediate consequences","Significant fines license suspension and community service apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
PA-036,stateUnique,PA,"Are right turns on red permitted in Pennsylvania?","Right turns on red are never permitted anywhere in Philadelphia under any conditions","Yes except in Philadelphia where prohibited unless signs specifically allow it","Right turns on red are always permitted after a complete stop at any light","Right turns on red are only permitted when a green arrow signal is displayed",B
VT-006,gdlLicensing,VT,"How many passengers can a Vermont junior driver carry?","No passenger limits apply once the junior driver license has been officially issued","No passengers under 18 for first 3 months then family and 1 other","A maximum of 2 passengers of any age may ride during the junior license period","Only immediate family members may ride as passengers for the entire first year",B
WV-018,cellPhone,WV,"What is covered by West Virginia distracted driving law?","Only texting while driving is prohibited under the West Virginia driving law","Using any handheld electronic device to text email or browse is banned","Only phone calls while driving are prohibited under the state driving law","All electronic device use including hands-free calling is completely prohibited",B
MD-024,duiStateLaws,MD,"What is the difference between DUI and DWI in Maryland?","DUI and DWI are the same offense with identical penalties under Maryland law","DUI is higher BAC impairment while DWI is lower level impairment","DWI is the more serious offense with harsher penalties than DUI in Maryland","DUI and DWI cases are handled in different court systems within Maryland",B
MS-038,stateUnique,MS,"What should Mississippi drivers know about coastal driving?","Mississippi does not have any significant coastal roads for recreational driving","Hurricane evacuation routes and bridge closures during storms matter","Coastal roads in Mississippi are always open regardless of weather conditions","No special rules or considerations apply to coastal driving in the state",B
MO-038,stateUnique,MO,"What is unique about Missouri roads in certain areas?","Nothing distinguishes Missouri roads from roads found in any other US state","Missouri Route 66 is a historic highway with unique features to explore","All Missouri roads are recently constructed with modern design standards","Rural roads in Missouri do not exist due to extensive interstate coverage",B
MT-035,stateUnique,MT,"What should Montana drivers know about wildlife?","Wildlife is not a significant driving concern on Montana highways and roads","Large animals including elk deer and moose are common road hazards","Wildlife is only present within designated national park boundary areas","Marked wildlife crossing zones alert drivers to all potential animal areas",B
NH-029,insurance,NH,"What happens if an uninsured New Hampshire driver causes an accident?","Nothing happens since New Hampshire does not require any vehicle insurance","Must pay damages or face license and registration suspension penalties","A small fine is the only consequence for causing an accident without insurance","Points are added to record but no suspension occurs for uninsured drivers",B
NM-037,stateUnique,NM,"What should New Mexico drivers know about altitude?","Altitude changes in New Mexico have no impact on driving or vehicle performance","High altitude can affect vehicle performance and driver alertness","Altitude effects only occur in the northern mountain regions of the state","Altitude is the same as sea level throughout the entire state of New Mexico",B
NY-040,stateUnique,NY,"What is unique about New York HOV lanes?","HOV lanes do not exist anywhere in New York State including metro areas","Some require 2 or 3 occupants and may have reversible directions","All HOV lanes in New York always require exactly 2 or more vehicle occupants","HOV lanes only exist on Long Island and not in any other part of the state",B
OR-034,stateUnique,OR,"What is unique about Oregon gas stations?","Self-service gas pumping is permitted everywhere throughout the state of Oregon","Full-service required with some self-serve exceptions in rural areas","Oregon gas stations only accept cash payment at all fueling locations","No special pumping restrictions exist at any gas station location in Oregon",B
WI-035,stateUnique,WI,"What is Wisconsin law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless divided by median or 4 or more lanes","Drivers should slow to 25 mph but stopping is not required in most cases","Stop only when the bus driver activates hand signals directed at your vehicle",B
NC-018,cellPhone,NC,"Does North Carolina add points for texting violations?","No points are added to driving record for any texting or cell phone violation","No points but fine increases for subsequent texting violation offenses","3 points are added to driving record for each texting while driving offense","5 points are added to driving record for each texting while driving offense",B
PA-038,stateUnique,PA,"What should Pennsylvania mountain drivers know?","Pennsylvania does not have significant mountain terrain affecting roadways","Steep grades and curves in Appalachian regions require extra caution","Road conditions in mountainous areas are similar to flat terrain elsewhere","Tire chains are required by law on all mountain roads throughout the year",B
SD-005,gdlLicensing,SD,"What are the restrictions for South Dakota restricted minor's permit holders?","A 10pm to 5am curfew applies with no other restrictions on driving purposes","Driving only to school work and church with limited passengers","A midnight to 5am curfew applies with no other restrictions on driving","No restrictions apply to restricted minor permit holders in South Dakota",B
TX-017,cellPhone,TX,"Do Texas cities have stricter cell phone laws?","No the state law is uniform and cities cannot enact stricter requirements","Yes many cities including Austin and San Antonio require hands-free","Only the city of Houston has enacted stricter cell phone driving laws","Only rural areas have stricter enforcement of the statewide texting ban",B
LA-038,stateUnique,LA,"What should Louisiana drivers know about hurricane evacuation?","Hurricane evacuation procedures are not applicable to Louisiana drivers","Contraflow lanes may be activated and evacuation routes are designated","Shelter in place is the only approved response to approaching hurricanes","Only coastal areas of Louisiana are ever affected by hurricane procedures",B
NM-030,insurance,NM,"What happens if you drive without insurance in New Mexico?","First offense results in a written warning with no immediate consequences","Fines community service and possible license suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
NC-034,stateUnique,NC,"What should North Carolina drivers know about hurricanes?","Hurricane preparedness is not applicable to drivers in North Carolina","Hurricane evacuation routes and emergency procedures are important","Only coastal areas of North Carolina are affected by hurricane weather","Inland areas of North Carolina remain completely unaffected by hurricanes",B
OK-040,stateUnique,OK,"What should Oklahoma drivers know about flash flooding?","Flash flooding is not a concern for drivers traveling in Oklahoma","Flash flooding can occur rapidly in low areas and road dips","Flash flooding only occurs near major rivers and lakes in the state","Flash flooding only occurs during the spring thunderstorm season",B
PA-026,duiStateLaws,PA,"What is unique about Pennsylvania DUI penalties?","Pennsylvania uses standard DUI penalties similar to most other US states","Three-tier system based on BAC level with different consequences","DUI offenses in Pennsylvania result in fines only with no other penalties","Pennsylvania does not suspend licenses for DUI convictions under any tier",B
TX-006,gdlLicensing,TX,"How many passengers can a Texas provisional driver carry?","No passenger limits apply once the provisional license has been issued","No more than 1 passenger under 21 for first year unless family","A maximum of 2 passengers of any age may ride during provisional period","Only immediate family members may ride as passengers during first year",B
WV-038,stateUnique,WV,"What should West Virginia drivers know about fog?","Fog is not common and does not significantly affect West Virginia driving","Mountain valleys often have dense fog especially in morning hours","Fog only occurs during the winter months in West Virginia mountain areas","Fog only forms near rivers and lakes and does not affect mountain roads",B
WY-034,stateUnique,WY,"What should Wyoming drivers know about winter driving?","Winters in Wyoming are relatively mild with limited snowfall most years","Severe winters with blizzards high winds and road closures occur","Significant snowfall is rare and roads are cleared within hours of storms","Tire chains are required by law on all vehicles during winter months",B
MO-034,stateUnique,MO,"What should Missouri drivers know about weather?","Missouri has a mild climate with minimal severe weather concerns overall","Severe weather including tornadoes ice storms and flooding occurs","Only winter snow is a significant weather concern for Missouri drivers","Severe weather is rare and warnings provide many hours of advance notice",B
NV-040,stateUnique,NV,"What should Nevada drivers know about dust storms?","Dust storms do not occur in Nevada and are not a driving concern here","Pull off road completely and turn off lights during dust storms","Drive through dust storms quickly to exit the affected area safely","Dust storms only occur in remote rural areas far from major highways",B
NH-017,cellPhone,NH,"Can New Hampshire drivers use phones while stopped?","No phone use is permitted at any time while in a motor vehicle","Yes only when vehicle is parked or stopped for traffic control","Phone use is only permitted at red lights and stop signs in traffic","Phone use is only permitted for emergency calls while vehicle stopped",B
NY-036,stateUnique,NY,"Are right turns on red permitted in New York?","Right turns on red are permitted everywhere throughout the entire state","Prohibited in NYC unless sign permits it but allowed elsewhere in state","Right turns on red are never permitted anywhere in the state of New York","Right turns on red are only permitted when a green arrow is displayed",B
PA-030,insurance,PA,"What happens if you drive without insurance in Pennsylvania?","First offense results in a written warning with no immediate consequences","3-month license suspension and registration suspension apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
MA-006,gdlLicensing,MA,"How many passengers can a Massachusetts junior operator carry in the first 6 months?","No passenger limits apply once the junior operator license has been issued","No passengers under 18 unless family or licensed adult is present","A maximum of 1 passenger of any age may ride during the first six months","Only immediate family members may ride as passengers during junior period",B
MO-026,duiStateLaws,MO,"What is unique about Missouri DWI laws regarding alcohol purchases?","No restrictions on alcohol purchases result from a Missouri DWI conviction","A DWI conviction can result in a 2-year ban on alcohol purchases","License suspension is the only consequence beyond fines for DWI conviction","Fines are the only consequence with no impact on purchasing privileges",B
MT-038,stateUnique,MT,"What should Montana drivers know about mountain roads?","Montana does not have significant mountain terrain affecting state roadways","Steep grades switchbacks and limited visibility require extra caution","All roads in Montana are relatively flat with minimal elevation changes","Tire chains are always required by law on all mountain roads year-round",B
WI-038,stateUnique,WI,"What should Wisconsin drivers know about deer?","Deer are not a significant driving concern in Wisconsin due to hunting","Very high deer population with many collisions especially in fall","Deer crossings are limited to designated forest areas and refuges only","Marked wildlife crossing zones with reduced speeds alert to all deer areas",B
ME-030,insurance,ME,"What happens if you drive without insurance in Maine?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
MA-026,duiStateLaws,MA,"What makes Massachusetts OUI laws unique?","Massachusetts uses standard OUI laws similar to laws in most other states","Lifetime lookback and Melanie's Law provide for enhanced penalties","Massachusetts has more lenient OUI penalties compared to neighboring states","Massachusetts does not have implied consent for breath testing procedures",B
NM-010,gdlLicensing,NM,"What happens if a New Mexico provisional driver commits a violation?","A written warning is issued with no impact on the provisional license","90-day extension of provisional period per violation is required","Points are added to the driving record but no extension of restrictions","A fine is assessed but the provisional license period remains unchanged",B
NY-038,stateUnique,NY,"What should upstate New York drivers know about winter?","Winters in upstate New York are relatively mild with limited snowfall","Lake effect snow can create severe localized conditions very quickly","Significant snowfall is rare and roads are cleared within hours of storms","Tire chains are required by law on all roads during winter months",B
ND-040,stateUnique,ND,"What should North Dakota drivers know about flooding?","Flooding is not a significant driving concern in North Dakota roadways","Spring flooding can close roads especially along the river valleys","Flooding only affects areas immediately adjacent to lakes in the state","Flood warnings are always issued with several days of advance notice",B
OK-030,insurance,OK,"What happens if you drive without insurance in Oklahoma?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
OK-037,stateUnique,OK,"What should Oklahoma drivers know about the turnpike system?","Oklahoma does not operate any toll roads or turnpike facilities statewide","Extensive turnpike system with PikePass electronic payment options","Toll roads in Oklahoma are free for residents with valid registration","Toll roads in Oklahoma accept only cash payment at all plaza locations",B
RI-030,insurance,RI,"What happens if you drive without insurance in Rhode Island?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
SC-030,insurance,SC,"What happens if you drive without insurance in South Carolina?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
UT-006,gdlLicensing,UT,"How many passengers can a Utah provisional driver carry?","No passenger limits apply once the provisional license has been issued","No passengers for first 6 months unless family then limited after","A maximum of 2 passengers of any age may ride during provisional period","Only immediate family members may ride for the entire provisional year",B
UT-030,insurance,UT,"What happens if you drive without insurance in Utah?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration revocation may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
WV-030,insurance,WV,"What happens if you drive without insurance in West Virginia?","First offense results in a written warning with no immediate consequences","Fines license suspension and registration suspension may apply","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
MA-011,gdlLicensing,MA,"What happens if a Massachusetts junior operator commits a moving violation?","A written warning is issued with no impact on the junior operator license","60-day license suspension and extended restrictions are applied","Points are added to the record but no suspension occurs for first offense","A fine is assessed but the junior operator period remains unchanged",B
MI-040,stateUnique,MI,"What is the Mackinac Bridge and what should drivers know?","The Mackinac Bridge is a regular highway bridge with no special concerns","5-mile suspension bridge with possible high wind restrictions for safety","The Mackinac Bridge is toll-free for Michigan residents with registration","The Mackinac Bridge closes completely to all traffic during winter months",B
MO-037,stateUnique,MO,"What should Missouri drivers know about the Kansas City and St. Louis areas?","Traffic in both Kansas City and St. Louis is light compared to other cities","Complex highway systems with heavy congestion and toll road facilities","Neither Kansas City nor St. Louis has toll roads or significant congestion","No special driving concerns exist in either Kansas City or St. Louis area",B
NE-034,stateUnique,NE,"What should Nebraska drivers know about severe weather?","Nebraska has a mild climate with minimal severe weather concerns overall","Severe thunderstorms tornadoes and blizzards are all possible here","Only winter storms are a significant weather concern for Nebraska drivers","Severe weather is rare and warnings provide many hours of advance notice",B
NM-040,stateUnique,NM,"What should New Mexico drivers know about wildlife?","Wildlife is not a significant driving concern on New Mexico highways","Large animals including elk and deer are common road hazards here","Wildlife is only present within designated national forest boundaries","Marked wildlife crossing zones alert drivers to all potential animal areas",B
OH-040,stateUnique,OH,"What should Ohio drivers know about deer?","Deer are not a significant driving concern in Ohio due to management","High deer population with many collisions especially in fall months","Deer crossings are limited to designated rural areas and parks only","Marked wildlife crossing zones with reduced speeds alert drivers to deer",B
OR-016,cellPhone,OR,"What are the penalties for cell phone violations in Oregon?","Violations result in a flat 25 dollar fine regardless of offense history","Up to 1000 dollars for first offense and 2500 for subsequent ones","Violations result in a flat 100 dollar fine regardless of offense history","First offense results in a written warning with no monetary fine assessed",B
RI-026,duiStateLaws,RI,"What is unique about Rhode Island DUI penalties?","Rhode Island uses standard DUI penalties similar to laws in most states","Hardship license may be available after portion of suspension served","No hardship license option is available under Rhode Island DUI law","Full license suspension must always be served with no exceptions allowed",B
VT-040,stateUnique,VT,"What should Vermont drivers know about fall foliage season?","Fall foliage season does not significantly impact driving in Vermont","Heavy tourist traffic on scenic routes especially on weekends occurs","Roads close during peak foliage season for leaf removal and cleanup","Speed limits are reduced on all scenic routes during foliage season",B
WA-005,gdlLicensing,WA,"What are the nighttime restrictions for Washington intermediate drivers?","Driving is prohibited from 10pm to 5am throughout the intermediate period","1am to 5am for first 6 months then 1am to 5am until age 18","Driving is prohibited from midnight to 5am throughout intermediate period","Driving is prohibited from 9pm to 6am throughout the intermediate period",B
WV-010,gdlLicensing,WV,"What happens if a West Virginia intermediate driver violates restrictions?","A written warning is issued with no impact on the intermediate license","License suspension or delay in advancing to Level 3 may result","Points are added to the record but no suspension occurs for violation","A fine is assessed but the intermediate license period remains unchanged",B
WI-026,duiStateLaws,WI,"When does OWI become a felony in Wisconsin?","OWI becomes a felony starting with the second offense in Wisconsin","OWI becomes a felony starting with the third offense in Wisconsin","OWI becomes a felony starting with the fourth offense in Wisconsin","Fifth offense within 5 years or any offense with prior felony OWI",D
LA-040,stateUnique,LA,"What is unique about Louisiana traffic terms?","Louisiana uses standard traffic terminology identical to all other states","Parish instead of county and unique local traffic patterns exist","Louisiana uses different road signs than the rest of the United States","Louisiana uses metric measurements on all highway distance signs",B
MS-037,stateUnique,MS,"What should Mississippi drivers know about wildlife?","Wildlife is not a significant driving concern on Mississippi highways","Deer collisions are common especially during fall hunting season","Wildlife is only present within designated refuge and park areas","Marked wildlife crossing zones alert drivers to all animal areas",B
NH-028,insurance,NH,"Does New Hampshire require liability insurance?","Yes New Hampshire requires liability insurance like all other states","No but financial responsibility required if involved in accident","Liability insurance is only required for newly purchased vehicles","Liability insurance is only required for vehicles with financing",B
NJ-034,stateUnique,NJ,"What should New Jersey drivers know about jughandles?","Jughandles do not exist in New Jersey and standard left turns apply","Jughandles are used for left turns from the right side of road","Standard left turn lanes are used throughout the entire state","Jughandles are only found in the southern portion of the state",B
NJ-038,stateUnique,NJ,"What should New Jersey drivers know about toll roads?","New Jersey does not operate any toll road facilities on state highways","Extensive toll road system with E-ZPass and cash options exists","Toll roads in New Jersey are free for residents with registration","Toll roads in New Jersey accept only cash payment at all locations",B
ND-010,gdlLicensing,ND,"What happens if a North Dakota restricted driver commits a violation?","A written warning is issued with no impact on the restricted period","Extended restricted period and possible suspension may result","Points are added to the record but no extension of restrictions occurs","A fine is assessed but the restricted license period remains unchanged",B
OK-034,stateUnique,OK,"What should Oklahoma drivers know about severe weather?","Oklahoma has a mild climate with minimal severe weather concerns","Oklahoma is in Tornado Alley with frequent severe thunderstorms","Severe weather only occurs during the spring months of April and May","Tornadoes are rare in Oklahoma despite the Tornado Alley reputation",B
OR-028,insurance,OR,"What coverage is unique to Oregon?","Oregon requires only standard liability coverage like most other states","Personal Injury Protection required in addition to liability coverage","Oregon requires only basic liability with no additional requirements","Comprehensive coverage is required for all vehicles registered here",B
SD-011,gdlLicensing,SD,"What happens if a South Dakota minor driver commits violations?","A written warning is issued with no impact on the minor driver license","License suspension and possible delay in advancing may result","Points are added to the record but no suspension occurs initially","A fine is assessed but the minor driver period remains unchanged",B
VA-034,stateUnique,VA,"What should Virginia drivers know about HOV lanes?","Virginia does not operate any HOV lanes on state highways anywhere","HOV lanes require 2 or more occupants during designated peak hours","HOV lanes in Virginia are always open to all traffic at all times","Virginia only has HOT lanes with no traditional HOV restrictions",B
