questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
AR-010,gdlLicensing,AR,"What document must a parent sign for a teen to get a license in Arkansas?","Only the license application must be signed","A financial responsibility agreement must be signed","A driving log must be signed by parents in Arkansas","A school permission form must be signed by parent",B
CO-017,cellPhone,CO,"How can a first-time offender get a hands-free violation dismissed in Colorado?","Attend an approved driving school course for credit","Prove purchase of a hands-free accessory to court","Pay a reduced fine instead of full penalty amount","Complete community service hours for dismissal",B
FL-006,gdlLicensing,FL,"How long must you hold a learner's permit before getting a license in Florida?","You must hold a learner permit for 6 months","You must hold a learner permit for 9 months","12 months or until reaching age 18 whichever first","You must hold a learner permit for 18 months",C
FL-037,stateUnique,FL,"What exceptions exist for nighttime driving restrictions in Florida?","No exceptions exist for nighttime driving restrictions","Work school or family emergency are exceptions","Parental permission allows exception to restrictions","Dating activities are an exception to restrictions",B
IL-006,gdlLicensing,IL,"How many passengers under 20 can an Illinois teen driver carry during the restricted period?","No passengers under 20 are permitted during period","1 passenger unless sibling or child of the driver","A maximum of 2 passengers under 20 are permitted","No limit as long as everyone wears a seatbelt",B
KS-006,gdlLicensing,KS,"How many passengers can a Kansas restricted license holder carry?","No passenger limits apply for restricted holders","1 non-family passenger under 18 is permitted","A maximum of 2 passengers may ride in vehicle","Only immediate family members may ride in vehicle",B
KY-009,gdlLicensing,KY,"Is driver education required in Kentucky?","Yes driver education is required for all under 18","No but it reduces the permit holding time period","Driver education is only required for 16 year olds","Driver education only required after traffic violations",B
MS-018,cellPhone,MS,"Are there enhanced penalties for repeat texting violations in Mississippi?","No the same fine applies for all texting violations","Yes increasing fines and points for repeat offenses","License suspension applies for repeat violations","Vehicle impoundment applies for repeat violations",B
MT-010,gdlLicensing,MT,"What unique license does Montana offer for rural areas?","No special license is offered for rural Montana areas","Motorcycle license is available at age 14 in Montana","Hardship permits are available for work and school","A farm-only license is available in rural Montana",C
NE-018,cellPhone,NE,"Can Nebraska drivers use phones for GPS?","GPS use is only permitted if the device is mounted","Yes if used hands-free or with an approved mount","No GPS use is allowed while driving in Nebraska","GPS use is only permitted with voice commands only",B
NH-011,gdlLicensing,NH,"Can New Hampshire parents restrict their teen's driving further?","No only state rules apply to teen driving restrictions","Yes by notifying the DMV in writing of restrictions","Parents can only add restrictions for first 30 days","Parents can only add curfew restrictions to license",B
NM-013,cellPhone,NM,"What is New Mexico cell phone law for permit and provisional drivers?","Hands-free devices are required for permit holders","No cell phone use is permitted while driving","Same rules as adult drivers apply to permit holders","Only texting is banned for permit and provisional",B
NC-014,cellPhone,NC,"What is North Carolina cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
ND-013,cellPhone,ND,"What is North Dakota cell phone law for drivers under 18?","Hands-free devices are required for drivers under 18","No cell phone use is permitted while driving","Same rules as adult drivers apply to under 18","Only texting is banned for drivers under age 18",B
ND-014,cellPhone,ND,"What is North Dakota cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
OH-014,cellPhone,OH,"What is Ohio cell phone law for all adult drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
OK-014,cellPhone,OK,"What is Oklahoma cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
PA-014,cellPhone,PA,"What is Pennsylvania cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
SC-013,cellPhone,SC,"What is South Carolina cell phone law for drivers under 18?","Hands-free devices are required for drivers under 18","No cell phone use is permitted while driving","Same rules as adult drivers apply to under 18","Only texting is banned for drivers under age 18",B
SC-014,cellPhone,SC,"What is South Carolina cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
SD-014,cellPhone,SD,"What is South Dakota cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
WV-014,cellPhone,WV,"What is West Virginia cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
WI-014,cellPhone,WI,"What is Wisconsin cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
WY-014,cellPhone,WY,"What is Wyoming cell phone law for all drivers?","No restrictions on cell phone use for adult drivers","Texting while driving is prohibited for all drivers","Hands-free devices are required for all drivers","Cell phone restrictions only apply in school zones",B
U-022,roadSigns,ALL,"What does WRONG WAY mean on a red sign?","The road is closed ahead and you must turn around","You are going against traffic in wrong direction","A detour is required ahead and you must turn","You are entering a construction zone ahead",B
AL-038,stateUnique,AL,"How many points result in license suspension in Alabama?","8 points result in license suspension in Alabama","10 points result in license suspension in Alabama","12 points in 2 years results in license suspension","15 points result in license suspension in Alabama",C
AZ-036,stateUnique,AZ,"What is the lookback period for prior DUI offenses in Arizona?","Arizona uses a 5 year lookback period for DUI","Arizona uses 7 years or 84 months for lookback","Arizona uses a 10 year lookback period for DUI","Arizona uses a lifetime lookback period for DUI",B
CA-037,stateUnique,CA,"What is the penalty for a hit and run resulting in injury in California?","A fine is the only penalty for hit and run injury","Possible felony charges with jail time may apply","License points are the only penalty for violation","Community service is the only penalty for offense",B
CT-012,gdlLicensing,CT,"What safe driving course is required for Connecticut teen drivers?","No safe driving course is required for teen drivers","8-hour Safe Driving Practices course is required","16-hour defensive driving course is required","Only an online course is required for teen drivers",B
DE-032,stateUnique,DE,"How did GDL laws affect 16-year-old driver crashes in Delaware?","No significant change in crash rates was observed","Crashes among 16-year-olds declined by over 30%","Crashes among 16-year-olds increased after GDL","Only minor improvement in crash rates was seen",B
FL-015,cellPhone,FL,"Are points added to your license for a first texting offense in Florida?","Yes 3 points are added for first texting offense","Yes 1 point is added for first texting offense","No points are added for the first texting offense","Points depend on the speed at time of violation",C
FL-018,cellPhone,FL,"What are the phone rules for drivers under 18 in Florida?","Same rules as adult drivers apply to under 18","No electronic device use at all for under 18","Hands-free devices are required for under 18","Phone use is only permitted for emergencies",B
HI-001,gdlLicensing,HI,"At what age can a Hawaii teen obtain a learner's permit?","A Hawaii teen can obtain a permit at age 14","A Hawaii teen can obtain a permit at age 15","A teen can obtain a permit at 15 and a half","A Hawaii teen can obtain a permit at age 16",C
ID-001,gdlLicensing,ID,"At what age can an Idaho teen obtain a driver training permit with driver education?","An Idaho teen can obtain a training permit at 13","An Idaho teen can obtain a training permit at 14","A teen can obtain training permit at 14 and half","An Idaho teen can obtain a training permit at 15",C
ID-023,duiStateLaws,ID,"What happens if you refuse a BAC test in Idaho?","A written warning is issued for refusing the test","1 year license suspension plus fine for refusal","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
IN-008,gdlLicensing,IN,"What are the weeknight curfew hours for Indiana drivers after 180 days but under 18?","Curfew is from 10pm to 5am on weeknights","11pm to 5am Sunday through Thursday for curfew","Curfew is from midnight to 5am on weeknights","No curfew applies after the initial 180 days",B
IN-035,stateUnique,IN,"What is Indiana's law regarding school bus stops?","Drivers must stop only when on same side as bus","Stop in both directions on undivided roadways","Drivers should slow to 15 mph but need not stop","Stop only when children are visible near bus",B
KS-016,cellPhone,KS,"Are there local Kansas jurisdictions with stricter phone laws?","No the state law is uniform throughout Kansas","Yes some cities require hands-free phone use","Stricter laws only apply in designated school zones","Stricter laws only apply on Kansas highways",B
KY-004,gdlLicensing,KY,"At what age can a Kentucky teen obtain an intermediate license?","A Kentucky teen can obtain intermediate at 16","A teen can obtain intermediate at 16 and a half","A Kentucky teen can obtain intermediate at 17","A Kentucky teen can obtain intermediate at 15",B
ME-012,gdlLicensing,ME,"What is unique about Maine GDL restrictions?","All restrictions end when the driver reaches age 18","Some restrictions continue until driver reaches 21","Maine GDL restrictions are same as other states","No restrictions apply after the first year period",B
MA-004,gdlLicensing,MA,"At what age can a Massachusetts teen obtain a junior operator license?","A Massachusetts teen can get junior license at 16","A teen can get junior license at 16 and a half","A Massachusetts teen can get junior license at 17","A Massachusetts teen can get junior license at 18",B
MS-006,gdlLicensing,MS,"What are the weekend nighttime restrictions for Mississippi intermediate drivers?","Same restrictions as weeknights apply on weekends","11:30pm to 6am curfew applies Friday and Saturday","No weekend restrictions apply to intermediate","Curfew is from midnight to 5am on weekend nights",B
MS-008,gdlLicensing,MS,"At what age can a Mississippi driver obtain a full license?","A driver can obtain full license at 16 and half","A Mississippi driver can get full license at 17","A Mississippi driver can get full license at 18","A Mississippi driver can get full license at 21",A
MO-018,cellPhone,MO,"Does Missouri add points for texting violations?","No points are added for texting violations","Yes 2 points are added for texting violations","Points are only added if texting caused crash","Points are only added for repeat texting offenses",B
MT-001,gdlLicensing,MT,"At what age can a Montana teen obtain a learner's permit?","A Montana teen can obtain a permit at age 13","A Montana teen can obtain a permit at age 14","A teen can obtain a permit at 14 and a half","A Montana teen can obtain a permit at age 15",C
NV-001,gdlLicensing,NV,"At what age can a Nevada teen obtain a learner's permit?","A Nevada teen can obtain a permit at age 14","A teen can obtain a permit at 15 and a half","A Nevada teen can obtain a permit at age 16","A Nevada teen can obtain a permit at age 15",B
NH-001,gdlLicensing,NH,"At what age can a New Hampshire teen obtain a learner's permit?","A New Hampshire teen can obtain permit at age 14","A teen can obtain a permit at 15 and a half","A New Hampshire teen can obtain permit at age 16","A New Hampshire teen can obtain permit at age 15",B
NY-024,duiStateLaws,NY,"How many years does New York look back for repeat DWI offenses?","New York uses a 5 year lookback for DWI","New York uses a 10 year lookback for DWI","25 years for felony level DWI conviction","New York uses a lifetime lookback for DWI",C
NC-007,gdlLicensing,NC,"At what age can a North Carolina teen obtain a full provisional license?","A teen can get full provisional at 16 and half","A North Carolina teen can get full at 17","A North Carolina teen can get full at 18","A North Carolina teen can get full at 16",A
OH-001,gdlLicensing,OH,"At what age can an Ohio teen obtain a temporary instruction permit?","An Ohio teen can obtain permit at age 14","A teen can obtain permit at 15 and a half","An Ohio teen can obtain permit at age 16","An Ohio teen can obtain permit at age 15",B
OH-037,stateUnique,OH,"What is unique about Ohio license plates?","Nothing special distinguishes Ohio license plates","Front and rear plates are both required in Ohio","Only rear plates are required in Ohio state","Ohio changes plate colors on an annual basis",B
OK-001,gdlLicensing,OK,"At what age can an Oklahoma teen obtain a learner's permit?","An Oklahoma teen can obtain permit at age 14","An Oklahoma teen can obtain permit at age 15","A teen can obtain a permit at 15 and a half","An Oklahoma teen can obtain permit at age 16",C
OK-007,gdlLicensing,OK,"At what age can an Oklahoma driver obtain a full license?","A driver can obtain full license at 16 and half","An Oklahoma driver can get full license at 17","An Oklahoma driver can get full license at 18","An Oklahoma driver can get full license at 16",A
OK-018,cellPhone,OK,"Are there local Oklahoma areas with stricter phone laws?","No the state law is uniform throughout Oklahoma","Yes some cities require hands-free phone use","Only Oklahoma City has stricter phone laws","Only Tulsa has stricter cell phone laws",B
PA-004,gdlLicensing,PA,"At what age can a Pennsylvania teen obtain a junior license?","A Pennsylvania teen can get junior at age 16","A teen can get junior license at 16 and half","A Pennsylvania teen can get junior at age 17","A Pennsylvania teen can get junior at age 15",B
RI-004,gdlLicensing,RI,"At what age can a Rhode Island teen obtain a limited provisional license?","A Rhode Island teen can get limited at age 16","A teen can get limited at 16 and a half","A Rhode Island teen can get limited at age 17","A Rhode Island teen can get limited at age 15",B
SC-004,gdlLicensing,SC,"At what age can a South Carolina teen obtain a conditional license?","A South Carolina teen can get conditional at 15","A teen can get conditional at 15 and a half","A South Carolina teen can get conditional at 16","A South Carolina teen can get conditional at 17",B
SC-005,gdlLicensing,SC,"What are the nighttime restrictions for South Carolina conditional license holders?","Curfew is from 10pm to 5am for conditional","6pm to 6am curfew with exceptions for activities","Curfew is from 8pm to 6am for conditional","Curfew is from midnight to 6am for conditional",B
SC-007,gdlLicensing,SC,"At what age can a South Carolina driver obtain a regular license?","A South Carolina driver can get regular at 16","A driver can get regular at 16 and a half","A South Carolina driver can get regular at 17","A South Carolina driver can get regular at 18",B
UT-017,cellPhone,UT,"What can Utah drivers do with phones?","Drivers may hold phone to ear while driving","Single touch to answer or end a call permitted","Any phone use is permitted while stopped","Reading messages at lights is permitted in Utah",B
UT-026,duiStateLaws,UT,"When does DUI become a felony in Utah?","DUI becomes a felony starting with second offense","DUI becomes a felony starting with third offense","Third offense within 10 years is a felony DUI","DUI becomes a felony starting with fourth offense",C
U-006,roadSigns,ALL,"What does a green sign typically indicate?","Green signs typically indicate a warning ahead","Guidance and direction information on green signs","Green signs indicate a regulation or requirement","Green signs indicate a construction zone ahead",B
U-041,roadSigns,ALL,"What does a side road sign show?","A side road sign shows an exit ahead of you","A side road sign shows a rest area location","An intersection from a side road is approaching","A side road sign shows a service road location",C
U-128,specialSituations,ALL,"What is the move over law?","The law requires changing lanes on a regular basis","The law requires yielding at all intersections","Move over for stopped emergency vehicles on road","The law requires moving over for turning vehicles",C
U-130,specialSituations,ALL,"What should you do if your vehicle catches fire?","Keep driving to the nearest fire station for help","Open the hood to check the source of the fire","Pull over turn off the engine and exit vehicle","Pour water on the engine to extinguish the fire",C
AK-018,cellPhone,AK,"Can you use voice-activated features on your phone while driving in Alaska?","No all phone use is banned while driving in Alaska","Yes voice-activated communications are allowed","Voice features only permitted for 911 emergency","Voice features only permitted for drivers under 18",B
AR-026,duiStateLaws,AR,"Can buzzed driving be as dangerous as drunk driving in Arkansas?","No only 0.08 percent or higher is dangerous","Yes even low BAC levels can impair driving ability","Low BAC is only dangerous for inexperienced","Low BAC is only dangerous when driving at night",B
CA-011,gdlLicensing,CA,"What must you complete before taking the driving test in California if under 18?","Only the permit holding period must be completed","Driver education and driver training are required","Just 50 hours of practice must be completed","Only an online course must be completed before",B
CT-011,gdlLicensing,CT,"Can a teen with a permit have passengers other than the instructor in Connecticut?","Yes immediate family members may be passengers","Yes one friend may be a passenger in the vehicle","No only the certified instructor is allowed","Yes any licensed driver may be a passenger",C
CT-040,stateUnique,CT,"What happens to passenger restrictions after 12 months with a license in Connecticut?","Still limited to immediate family members only","No more passengers than available seat belts","Unlimited passengers are permitted after 12 months","A maximum of two passengers are permitted",B
ID-009,gdlLicensing,ID,"Can Idaho parents sign responsibility for a minor driver?","Yes and they can withdraw consent at any time","No the state assumes all responsibility for minor","Parental signature is only for insurance purposes","Parental responsibility ends when teen reaches 16",A
IA-026,duiStateLaws,IA,"Can Iowa charge OWI for prescription drug impairment?","No only illegal drugs can result in OWI charges","Yes any substance causing impairment can be OWI","Prescription drugs only count if mixed with alcohol","Only controlled substances can result in OWI",B
LA-028,insurance,LA,"Does Louisiana require liability insurance?","No insurance is optional in Louisiana for drivers","Yes liability insurance is mandatory in Louisiana","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
ME-016,cellPhone,ME,"When did Maine ban handheld phones for all drivers?","Maine banned handheld phones for all in 2010","Maine banned handheld phones in September 2019","Maine banned handheld phones for all in 2015","Maine banned handheld phones for all in 2022",B
ME-028,insurance,ME,"Does Maine require liability insurance?","No insurance is optional in Maine for all drivers","Yes liability insurance is mandatory in Maine","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
MD-012,gdlLicensing,MD,"How long does the provisional period last in Maryland?","The provisional period lasts 1 year in Maryland","18 months or until driver reaches age 18","The provisional period lasts 6 months in Maryland","The provisional period lasts until driver is 17",B
MS-026,duiStateLaws,MS,"Can Mississippi charge DUI for prescription drug impairment?","No only alcohol can result in DUI in Mississippi","Yes any substance causing impairment can be DUI","Only illegal drugs can result in DUI charges","Only controlled substances can result in DUI",B
MS-028,insurance,MS,"Does Mississippi require liability insurance?","No insurance is optional in Mississippi for drivers","Yes liability insurance is mandatory in Mississippi","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
MO-028,insurance,MO,"Does Missouri require liability insurance?","No insurance is optional in Missouri for drivers","Yes liability insurance is mandatory in Missouri","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
MT-028,insurance,MT,"Does Montana require liability insurance?","No insurance is optional in Montana for drivers","Yes liability insurance is mandatory in Montana","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
NE-028,insurance,NE,"Does Nebraska require liability insurance?","No insurance is optional in Nebraska for drivers","Yes liability insurance is mandatory in Nebraska","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
NV-018,cellPhone,NV,"Are there work zone penalties for cell phone use in Nevada?","No the same penalties apply everywhere in Nevada","Yes fines are doubled in work zones in Nevada","Fines are tripled in work zones in Nevada","License suspension applies in work zones only",B
NV-028,insurance,NV,"Does Nevada require liability insurance?","No insurance is optional in Nevada for all drivers","Yes liability insurance is mandatory in Nevada","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
NJ-036,stateUnique,NJ,"Are right turns on red permitted in New Jersey?","Right turns on red are never permitted in state","Yes right turns permitted unless sign prohibits","Right turns only permitted outside city limits","Right turns on red only with a green arrow",B
NM-028,insurance,NM,"Does New Mexico require liability insurance?","No insurance is optional in New Mexico for drivers","Yes liability insurance is mandatory in New Mexico","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
NC-028,insurance,NC,"Does North Carolina require liability insurance?","No insurance is optional in North Carolina","Yes liability insurance is mandatory in state","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
OH-028,insurance,OH,"Does Ohio require liability insurance?","No insurance is optional in Ohio for all drivers","Yes liability insurance is mandatory in Ohio","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
OK-028,insurance,OK,"Does Oklahoma require liability insurance?","No insurance is optional in Oklahoma for drivers","Yes liability insurance is mandatory in Oklahoma","Liability insurance only required for new vehicles","Liability insurance only required for financed cars",B
PA-022,duiStateLaws,PA,"What happens if you refuse a BAC test in Pennsylvania?","A written warning is issued for refusing the test","12-month license suspension for refusing test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
