questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
MN-040,stateUnique,MN,"What should Minnesota drivers know about deer?","Deer are not a significant driving concern in Minnesota due to hunting","High deer population with many collisions especially in fall months","Deer crossings are limited to designated state park areas and refuges","Marked wildlife crossing zones with reduced speeds alert to deer areas",B
NE-038,stateUnique,NE,"What is unique about driving in western Nebraska?","Driving in western Nebraska is the same as driving anywhere else in state","Long distances between services and changeable weather require planning","Speed limits in western Nebraska are lower than the rest of the state","Traffic is heavier in western Nebraska due to interstate truck routes",B
NH-034,stateUnique,NH,"What should New Hampshire drivers know about moose?","Moose are rare in New Hampshire and not a significant driving concern","Moose collisions are a serious hazard especially at night in rural areas","Moose are only present within designated state park boundary areas","Marked wildlife crossing zones alert drivers to all moose crossing areas",B
SD-038,stateUnique,SD,"What is unique about driving near Mount Rushmore?","No special driving concerns exist near the Mount Rushmore memorial area","Tourist traffic and winding mountain roads require extra patience","The Mount Rushmore area is closed to public vehicle traffic entirely","Lower speed limits are the only difference from other parts of the state",B
VT-034,stateUnique,VT,"What should Vermont drivers know about winter driving?","Winters in Vermont are relatively mild with limited snowfall most years","Severe winters with snow ice and limited visibility are common","Significant snowfall is rare and roads are cleared within hours of storms","Tire chains are required by law on all vehicles during winter months",B
WA-018,cellPhone,WA,"What makes Washington cell phone law strict?","Washington cell phone law is the same as laws in most other US states","Includes all personal electronic devices not just cell phones","Only cell phones are covered under Washington distracted driving law","Washington cell phone law has no unique features compared to other states",B
WA-030,insurance,WA,"What happens if you drive without insurance in Washington?","First offense results in a written warning with no immediate consequences","Fines license suspension and vehicle impoundment may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
FL-024,duiStateLaws,FL,"What happens if you refuse a chemical test in Florida?","No penalty results from refusing a chemical test during a traffic stop","License suspension and refusal may be used as evidence against you","A written warning is issued with no immediate license consequences","A fine is the only consequence of refusing a chemical test in Florida",B
MS-017,cellPhone,MS,"Does Mississippi allow voice-to-text while driving?","No voice-to-text is prohibited under Mississippi distracted driving law","Yes voice commands and voice-to-text features are permitted","Only hands-free calling is permitted but not voice-to-text features","Only adult drivers over 21 may use voice-to-text while driving",B
MS-030,insurance,MS,"What happens if you drive without insurance in Mississippi?","First offense results in a written warning with no immediate consequences","Fines license suspension and reinstatement fees may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
NJ-016,cellPhone,NJ,"What are the penalties for cell phone violations in New Jersey?","Violations result in a flat 25 dollar fine regardless of offense history","200 to 400 first offense then 400 to 600 then 600 to 800 dollars","Violations result in a flat 100 dollar fine regardless of offense history","First offense results in a written warning with no monetary fine assessed",B
NC-040,stateUnique,NC,"What should North Carolina drivers know about deer?","Deer are not a significant driving concern in North Carolina roadways","Deer collisions are common especially in fall and winter months","Deer crossings are limited to designated mountain areas and refuges","Marked wildlife crossing zones with reduced speeds alert to deer areas",B
OR-003,gdlLicensing,OR,"How many hours of supervised driving practice are required in Oregon?","30 hours of supervised driving practice are required for all new drivers","50 hours of supervised driving practice are required for all new drivers","100 hours with parent or 50 hours with certified instructor required","40 hours of supervised driving practice are required for all new drivers",C
VT-038,stateUnique,VT,"What should Vermont drivers know about moose?","Moose are rare in Vermont and not a significant driving concern here","Moose are a serious collision hazard especially at night in rural areas","Moose are only present within designated state park boundary areas","Marked wildlife crossing zones alert drivers to all moose crossing areas",B
VA-040,stateUnique,VA,"What should Virginia drivers watch for in rural areas?","Nothing special distinguishes rural Virginia roads from other areas","Deer especially in fall and slow agricultural equipment on roads","Wildlife concerns are only present near designated state park areas","Wildlife is only a concern during nighttime driving hours in Virginia",B
WA-034,stateUnique,WA,"What should Washington drivers know about mountain passes?","Washington does not have significant mountain terrain affecting roads","Winter conditions may require chains and mountain passes may close","Tire chains are always required on all mountain passes year-round","Mountain passes in Washington never close regardless of weather",B
WV-011,gdlLicensing,WV,"What must West Virginia teens complete for a Level 2 license?","Nothing additional is required beyond the Level 1 permit requirements","Driver education 50 hours practice and passing the road test required","Only passing the written knowledge test is required for Level 2","Only passing the vision screening test is required for Level 2",B
ME-011,gdlLicensing,ME,"What happens if a Maine intermediate driver gets a traffic conviction?","A written warning is issued with no impact on the intermediate license","3-month license suspension for each traffic conviction received","Points are added to the record but no suspension occurs for conviction","A fine is assessed but the intermediate license remains unchanged",B
MA-030,insurance,MA,"What happens if you drive without insurance in Massachusetts?","First offense results in a written warning with no immediate consequences","License and registration revocation plus fines may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
MI-018,cellPhone,MI,"Can Michigan drivers use phones at red lights?","Yes phone use is permitted when the vehicle is completely stopped","No cannot hold or use phone manually even when stopped at lights","Phone use is only permitted for emergency calls when stopped","Only hands-free phone use is permitted when stopped at red lights",B
MI-028,insurance,MI,"What is unique about Michigan auto insurance?","Michigan auto insurance requirements are the same as most other states","Unlimited or capped PIP coverage options available since 2020 reform","No PIP coverage is required under Michigan auto insurance law","The state of Michigan provides auto insurance directly to residents",B
MI-030,insurance,MI,"What happens if you drive without insurance in Michigan?","First offense results in a written warning with no immediate consequences","License and registration suspension plus fines may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
NV-006,gdlLicensing,NV,"How many passengers can a Nevada restricted driver carry?","No passenger limits apply once the restricted license has been issued","No passengers under 18 for first 6 months unless family members","A maximum of 1 passenger of any age may ride during restricted period","Only immediate family members may ride for the entire restricted period",B
NH-040,stateUnique,NH,"What should New Hampshire drivers know about fall foliage season?","Fall foliage season does not significantly impact driving conditions","Heavy tourist traffic on scenic routes requires extra patience","Roads close during peak foliage season for leaf removal operations","Speed limits are reduced on all scenic routes during foliage season",B
NY-037,stateUnique,NY,"What should drivers know about New York toll roads?","New York does not operate any toll roads on state highways anywhere","Extensive toll system with E-ZPass and tolls by mail options","Toll roads in New York accept only cash payment at all locations","Toll roads are completely free for New York residents with plates",B
OR-006,gdlLicensing,OR,"How many passengers can an Oregon provisional driver carry in first 6 months?","No passenger limits apply once the provisional license has been issued","No passengers under 20 for first 6 months unless family members","A maximum of 1 passenger of any age may ride during provisional period","Only immediate family members may ride for the entire provisional year",B
OR-030,insurance,OR,"What happens if you drive without insurance in Oregon?","First offense results in a written warning with no immediate consequences","Fines license suspension and SR-22 requirement may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
SC-006,gdlLicensing,SC,"How many passengers can a South Carolina conditional driver carry?","No passenger limits apply once the conditional license has been issued","No more than 2 passengers under 21 for the first 6 months","A maximum of 1 passenger of any age may ride during conditional period","Only immediate family members may ride for the entire conditional year",B
VT-030,insurance,VT,"What happens if you drive without insurance in Vermont?","First offense results in a written warning with no immediate consequences","Fines up to 500 dollars and license suspension may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
WI-030,insurance,WI,"What happens if you drive without insurance in Wisconsin?","First offense results in a written warning with no immediate consequences","Fines up to 500 dollars and license suspension may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
WY-006,gdlLicensing,WY,"How many passengers can a Wyoming intermediate driver carry in first 6 months?","No passenger limits apply once the intermediate license has been issued","No more passengers than seat belts available for the first 6 months","A maximum of 1 passenger of any age may ride during intermediate period","Only immediate family members may ride for the entire intermediate year",B
WY-030,insurance,WY,"What happens if you drive without insurance in Wyoming?","First offense results in a written warning with no immediate consequences","Fines up to 750 dollars and license suspension may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
CT-034,stateUnique,CT,"What happens to an underage driver's license if they fail a BAC test over 0.02%?","A written warning is issued with no immediate license consequences","45-day suspension plus 1 year IID requirement is imposed","Points are added to the record but no suspension occurs for first offense","Probation is assigned with no immediate impact on driving privileges",B
DE-018,cellPhone,DE,"What exceptions exist for Delaware's cell phone law?","No exceptions exist and all phone use while driving is prohibited","Emergency calls crime reports and hands-free use are permitted","Only work-related calls are permitted under Delaware driving law","Only GPS navigation use is permitted under Delaware driving law",B
GA-040,stateUnique,GA,"What is the penalty for passing a stopped school bus in Georgia?","A fine is the only consequence with no points added to driving record","Up to 1000 dollar fine and 6 points added to driving record","A written warning is issued for first offense with no fine assessed","Only 3 points are added to record with no monetary fine assessed",B
IL-015,cellPhone,IL,"What activities became prohibited for Illinois drivers in January 2024?","All phone use became completely prohibited regardless of method used","Video conferencing and social media use while driving prohibited","GPS navigation use became prohibited under the new Illinois law","Hands-free phone calls became prohibited under the new Illinois law",B
MD-017,cellPhone,MD,"Does Maryland add points for cell phone violations?","No points are added to driving record for any cell phone violation","Yes 1 point for first offense and 3 points for subsequent ones","3 points are always added regardless of whether it is first offense","Points are only added if the violation contributed to a crash",B
MS-011,gdlLicensing,MS,"What happens if a Mississippi intermediate driver violates curfew?","A written warning is issued with no impact on the intermediate license","Extended restrictions and possible license suspension may result","Points are added to the record but no suspension occurs for violation","A fine is assessed but the intermediate license remains unchanged",B
MO-040,stateUnique,MO,"What should Missouri drivers watch for in rural areas?","Nothing special distinguishes rural Missouri roads from other areas","Farm equipment wildlife and unmarked railroad crossings are common","Wildlife concerns are only present on designated state highway routes","Rural Missouri roads are identical to roads found elsewhere in state",B
NJ-035,stateUnique,NJ,"What is New Jersey law regarding school buses?","Drivers must stop only when traveling on the same side as the stopped bus","Stop in both directions unless divided by a raised median barrier","Drivers should slow to 25 mph but stopping is not required in most cases","Stop only when the bus driver activates hand signals directed at you",B
NY-030,insurance,NY,"What happens if you drive without insurance in New York?","First offense results in a written warning with no immediate consequences","License and registration revocation plus fines may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
NC-011,gdlLicensing,NC,"What happens if a North Carolina provisional driver is convicted of a moving violation?","A written warning is issued with no impact on the provisional license","Extended restrictions and possible license suspension may result","Points are added to the record but no suspension occurs for conviction","A fine is assessed but the provisional license period remains unchanged",B
OK-010,gdlLicensing,OK,"What happens if an Oklahoma intermediate driver commits violations?","A written warning is issued with no impact on the intermediate license","Extended restrictions and possible license suspension may result","Points are added to the record but no suspension occurs for violation","A fine is assessed but the intermediate license remains unchanged",B
RI-040,stateUnique,RI,"What should Rhode Island drivers know about winter driving?","Winters in Rhode Island are mild with minimal snow or ice concerns","Winters can bring snow and ice requiring extra caution on roads","Significant snowfall is rare and roads are cleared within hours","Tire chains are required by law on all vehicles during winter",B
SD-030,insurance,SD,"What happens if you drive without insurance in South Dakota?","First offense results in a written warning with no immediate consequences","Fines and license and registration suspension may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
TN-010,gdlLicensing,TN,"What happens if a Tennessee intermediate driver commits a violation?","A written warning is issued with no impact on the intermediate license","License revocation for 1 year or until the driver reaches age 18","Points are added to the record but no suspension occurs for violation","A fine is assessed but the intermediate license remains unchanged",B
ME-009,gdlLicensing,ME,"Who must supervise a Maine permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 20 or older with at least 2 years experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
MA-007,gdlLicensing,MA,"After 6 months how many passengers can Massachusetts junior operators carry?","No passenger limits apply after the initial 6 month restriction period","1 passenger under 18 or any number of immediate family members","A maximum of 2 passengers of any age may ride after 6 months","Same restrictions as the first 6 months apply for the entire year",B
MN-009,gdlLicensing,MN,"Who must supervise a Minnesota permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older or a certified driving instructor required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
NV-030,insurance,NV,"What happens if you drive without insurance in Nevada?","First offense results in a written warning with no immediate consequences","Fine and license and registration suspension may be imposed","Points are added to your record but no suspension occurs for first offense","A small fine is typical for first-time offenders with no other penalties",B
NJ-008,gdlLicensing,NJ,"Who must supervise a New Jersey permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older with at least 3 years experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
NC-009,gdlLicensing,NC,"Who must supervise a North Carolina permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older with at least 5 years experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
OR-038,stateUnique,OR,"What should Oregon drivers know about mountain passes?","Oregon does not have significant mountain terrain affecting state roads","Winter conditions may require chains or traction tires on passes","Tire chains are always required on all mountain passes year-round","Mountain passes in Oregon are closed entirely during winter months",B
RI-008,gdlLicensing,RI,"Who must supervise a Rhode Island permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older with at least 5 years experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
RI-037,stateUnique,RI,"What should Rhode Island drivers know about bridge tolls?","Rhode Island does not have any toll bridges anywhere in the state","Some bridges have tolls including the Newport Bridge crossing","All bridges in Rhode Island are completely free for all vehicles","Only commercial trucks are required to pay tolls on Rhode Island bridges",B
VA-029,insurance,VA,"What is unique about Virginia insurance requirements?","Virginia insurance requirements are the same as most other US states","Insurance is optional if you pay the uninsured motorist fee instead","Insurance is always required with no exceptions under Virginia law","Virginia insurance requirements have no unique features to note",B
WA-008,gdlLicensing,WA,"Who must supervise a Washington permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older with at least 5 years experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
WV-040,stateUnique,WV,"What should West Virginia drivers know about deer?","Deer are not a significant driving concern on West Virginia roadways","High deer population with many collisions especially in fall months","Deer crossings are limited to the eastern panhandle region only","Marked wildlife crossing zones with reduced speeds alert to deer areas",B
LA-010,gdlLicensing,LA,"What happens if a Louisiana teen accumulates traffic violations?","A written warning is issued with no impact on the teen driving license","License suspension and required completion of remedial training","Points accumulated by teen drivers clear automatically at age 18","A fine is assessed but the teen driving license remains unchanged",B
MA-009,gdlLicensing,MA,"Who must supervise a Massachusetts permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older with at least 1 year experience required","Only a parent may supervise regardless of the parent's license status","Any adult over the age of 18 with a valid license may supervise",B
MN-018,cellPhone,MN,"Can Minnesota drivers use phones while stopped in traffic?","Yes phone use is permitted when the vehicle is completely stopped","No cannot use handheld phone even in traffic or at red lights","Phone use is only permitted for emergency calls when stopped","Only hands-free phone calls are permitted when stopped in traffic",B
MS-012,gdlLicensing,MS,"Can Mississippi issue hardship licenses?","No Mississippi does not issue hardship licenses under any circumstances","Yes for those 14 and older who demonstrate a legitimate need","Hardship licenses are only available for farm work purposes","Hardship licenses are only available after the driver reaches age 16",B
MS-034,stateUnique,MS,"What should Mississippi drivers know about severe weather?","Mississippi has a mild climate with minimal severe weather concerns","Tornadoes and severe thunderstorms can develop very quickly here","Only coastal hurricanes are a concern for Mississippi drivers","Severe weather events are rare and provide plenty of advance warning",B
MT-006,gdlLicensing,MT,"How many passengers can a Montana first-year restricted driver carry?","No passenger limits apply once the restricted license has been issued","1 non-family passenger under 18 for the first 6 months of driving","A maximum of 2 passengers of any age may ride during restricted period","Only immediate family members may ride for the entire restricted year",B
NH-010,gdlLicensing,NH,"What happens if a New Hampshire youth operator commits a violation?","A written warning is issued with no impact on the youth operator license","20-day suspension for first offense then 45 days then 90 days","Points are added to the record but no suspension occurs for violation","A fine is assessed but the youth operator license remains unchanged",B
NJ-009,gdlLicensing,NJ,"Is driver education required in New Jersey?","No driver education is completely optional for all new drivers","Yes 6 hours of behind-the-wheel training required for all under 18","Only the classroom portion of driver education is required","Driver education is only required for those under the age of 17",B
OK-008,gdlLicensing,OK,"Who must supervise an Oklahoma permit holder?","Any driver with a valid license regardless of age or experience may supervise","Licensed driver 21 or older or a licensed parent or guardian required","A licensed driver 25 years of age or older must supervise at all times","Any adult over the age of 18 with a valid license may supervise",B
SD-012,gdlLicensing,SD,"Can South Dakota issue hardship permits?","No South Dakota does not issue hardship permits under any circumstances","Yes through the restricted minor permit program for those with need","Hardship permits are only available for farm work purposes in the state","Hardship permits are only available after the driver reaches age 15",B
SD-034,stateUnique,SD,"What should South Dakota drivers know about winter driving?","Winters in South Dakota are mild with limited snowfall most years","Severe winters with blizzards and extreme cold are common here","Significant snowfall is rare and roads are cleared within hours","Tire chains are required by law on all vehicles during winter",B
VT-016,cellPhone,VT,"What are the penalties for cell phone violations in Vermont?","Violations result in a flat 25 dollar fine regardless of offense history","Up to 200 dollars for first offense and up to 500 for subsequent","Violations result in a flat 50 dollar fine regardless of offense history","First offense results in a written warning with no monetary fine",B
WI-010,gdlLicensing,WI,"What happens if a Wisconsin probationary driver violates restrictions?","A written warning is issued with no impact on the probationary license","License suspension for 6 months or until the driver reaches age 18","Points are added to the record but no suspension occurs for violation","A fine is assessed but the probationary license remains unchanged",B
WI-037,stateUnique,WI,"What should Wisconsin drivers watch for in rural areas?","Nothing special distinguishes rural Wisconsin roads from other areas","Farm equipment deer and Amish horse-drawn vehicles on roads","Wildlife concerns are only present near designated farm areas","Wildlife is only a concern during the fall harvest season months",B
AZ-010,gdlLicensing,AZ,"What happens if you violate graduated license restrictions in Arizona?","A written warning is issued with no impact on the graduated license","Fine and possible extension of the restricted license period","Immediate license revocation for any violation of restrictions","Points are added to record but no extension of restricted period",B
AR-023,duiStateLaws,AR,"What can happen if you refuse a chemical test in Arkansas?","No penalty results from refusing a chemical test in Arkansas","License suspension and refusal may be used as evidence","Only a small fine is assessed for refusing a chemical test","The case is dismissed if you refuse to take a chemical test",B
IL-038,stateUnique,IL,"What is the fine for violating Scott's Law in Illinois?","Violations result in a fine of 100 dollars for first offense","Minimum 250 dollars and up to 10000 dollars if injury occurs","Violations result in a fine of 50 dollars for first offense","A written warning is issued for first offense with no fine",B
KY-022,duiStateLaws,KY,"What happens if you refuse a BAC test in Kentucky?","A written warning is issued with no immediate license consequences","License suspension and refusal may be used as evidence","A 30-day administrative suspension is applied for refusal","Refusal is treated the same as passing the test with no penalty",B
