questionId,category,state,question,optionA,optionB,optionC,optionD,correctAnswer
U-082,rulesOfRoad,ALL,"When can you make a U-turn?","U-turns are permitted at any intersection","U-turns are only permitted on highways","U-turns are only permitted in parking lots","When U-turns are not prohibited by signs",D
U-095,safeDriving,ALL,"How do you recover from a rear-wheel skid?","Steer in the opposite direction of the skid","Steer in the direction the car is sliding","Brake immediately to stop the skid quickly","Accelerate to power through the skid",B
U-136,specialSituations,ALL,"What should you do when approaching a horse-drawn vehicle?","Pass the horse-drawn vehicle as quickly as possible","Slow down and pass the vehicle very carefully","Honk your horn to alert the horse and driver","Flash your high beams to alert the driver",B
AL-017,cellPhone,AL,"Are there any exceptions to Alabama's hands-free law?","No exceptions apply to Alabama hands-free law","Emergency 911 calls and parked vehicles exempt","Only commercial drivers are exempt from the law","Only if using speaker phone mode while driving",B
AZ-028,insurance,AZ,"Must you carry proof of insurance in your vehicle in Arizona?","No carrying proof of insurance is optional","Yes you must show proof if requested by officer","Proof only required for commercial vehicles","Proof is only required after an accident occurs",B
AR-015,cellPhone,AR,"What are the cell phone rules for drivers 18-20 in Arkansas?","Same rules as adult drivers over 21 years old","Must use hands-free devices only while driving","No cell phone use at all for drivers 18 to 20","No restrictions apply to drivers 18 to 20",B
AR-028,insurance,AR,"Must you carry proof of insurance in your vehicle in Arkansas?","No carrying proof of insurance is optional","Yes you must show proof if requested by officer","Proof only required for commercial vehicles","Proof is only required after an accident occurs",B
CA-010,gdlLicensing,CA,"Can a parent cancel a teen's permit or license in California?","No only courts can cancel a teen license","Yes at any time for any reason whatsoever","Cancellation can only occur for violations","Cancellation requires DMV approval first",B
CA-040,stateUnique,CA,"What are the consequences of accumulating too many points on your California license?","A fine is the only consequence for too many points","License suspension or revocation may occur","A warning letter is sent with no other consequence","Higher registration fees are the only consequence",B
CO-038,stateUnique,CO,"Can a combination of alcohol and THC result in a DUI even if both are below legal limits?","No both must be over legal limits for DUI charge","Yes if you show signs of impairment while driving","Combined impairment charge only for commercial","Combined impairment charge only for under 21",B
DE-024,duiStateLaws,DE,"Is an ignition interlock device required for first-time DUI offenders in Delaware?","No interlock only required for repeat offenders","Yes required for all DUI offenders since 2015","Interlock only required if BAC over 0.15 percent","Interlock is only required for minor offenders",B
FL-038,stateUnique,FL,"What must parents certify for their teen to get a Florida license?","Only application signature is required from parent","50 hours of driving practice with 10 at night","Completion of approved driving school course","Insurance coverage for the teen driver",B
GA-002,gdlLicensing,GA,"How long must a Georgia teen hold a learner's permit before getting a provisional license?","A Georgia teen must hold permit for 6 months","A teen must hold permit for 1 year and 1 day","A Georgia teen must hold permit for 9 months","A Georgia teen must hold permit for 2 years",B
GA-023,duiStateLaws,GA,"What happens if you refuse a BAC test in Georgia?","A written warning is issued for refusing the test","1-year license suspension for refusing the test","A 30-day administrative suspension is applied","No consequence results from refusing the test",B
IL-009,gdlLicensing,IL,"Can Illinois parents cancel their teen's license?","No only courts can cancel a teen license","Yes at any time before the teen reaches age 18","Cancellation can only occur for violations","Cancellation requires 6 months advance notice",B
IL-024,duiStateLaws,IL,"What happens to an Illinois driver under 21 who violates zero tolerance for the first time?","A written warning is issued for first violation","3-month license suspension for first violation","A 6-month license suspension for first violation","A 1-year license suspension for first violation",B
IL-037,stateUnique,IL,"Are right turns on red permitted in Illinois?","Right turns on red are never permitted in state","Yes right turns permitted unless sign prohibits","Right turns only permitted outside of Chicago","Right turns only permitted with a green arrow",B
IA-023,duiStateLaws,IA,"What happens if you refuse a BAC test in Iowa?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","A 2-year license revocation for refusing test",B
IA-036,stateUnique,IA,"Are right turns on red permitted in Iowa?","Right turns on red are never permitted in Iowa","Yes right turns permitted unless sign prohibits","Right turns only permitted outside city limits","Right turns only permitted with a green arrow",B
KS-011,gdlLicensing,KS,"What is unique about Kansas farm permits?","Farm permits do not exist in the state of Kansas","Farm permits available at age 14 for farm work","Farm permits are available at age 12 in Kansas","Farm permits only available for licensed farmers",B
KS-022,duiStateLaws,KS,"What happens if you refuse a BAC test in Kansas?","A written warning is issued for refusing the test","1-year license suspension for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as failing the test",B
MD-009,gdlLicensing,MD,"Who must supervise a Maryland permit holder?","Any driver with a valid license may supervise","A licensed driver 21 or older must supervise","Only a parent may supervise in Maryland","Any adult may supervise in Maryland",B
MS-009,gdlLicensing,MS,"Who must supervise a Mississippi permit holder?","Any driver with a valid license may supervise","A licensed driver 21 or older must supervise","Only a parent may supervise in Mississippi","Any adult may supervise in Mississippi",B
MS-022,duiStateLaws,MS,"What happens if you refuse a BAC test in Mississippi?","A written warning is issued for refusing the test","90-day license suspension for refusing the test","A 30-day administrative suspension is applied","Refusal is treated the same as passing the test",B
MO-009,gdlLicensing,MO,"Is driver education required in Missouri?","Yes driver education is required for all under 18","No but it can reduce the permit holding time","Driver ed only required for permit holders under 16","Driver ed is only required after traffic violations",B
MO-023,duiStateLaws,MO,"What happens if you refuse a BAC test in Missouri?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 30-day administrative suspension is applied","Refusal is treated the same as passing the test",B
NE-009,gdlLicensing,NE,"Is driver education required in Nebraska?","Yes driver education is required for all under 18","No but it provides reduction in permit time","Driver ed only required for permit holders under 16","Driver ed is only required after traffic violations",B
NE-022,duiStateLaws,NE,"What happens if you refuse a BAC test in Nebraska?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
NV-022,duiStateLaws,NV,"What happens if you refuse a BAC test in Nevada?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
NH-008,gdlLicensing,NH,"What driving restrictions apply to New Hampshire drivers under 18?","No driving restrictions apply to drivers under 18","Only nighttime driving restrictions apply","Both passenger and nighttime restrictions apply","Only passenger restrictions apply to under 18",C
NM-022,duiStateLaws,NM,"What happens if you refuse a BAC test in New Mexico?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
NC-022,duiStateLaws,NC,"What happens if you refuse a BAC test in North Carolina?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 30-day administrative suspension is applied","Refusal is treated the same as passing the test",B
OH-023,duiStateLaws,OH,"What happens if you refuse a BAC test in Ohio?","A written warning is issued for refusing the test","1-year license suspension for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
OR-023,duiStateLaws,OR,"What happens if you refuse a BAC test in Oregon?","A written warning is issued for refusing the test","1-year license suspension for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
SD-022,duiStateLaws,SD,"What happens if you refuse a BAC test in South Dakota?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
TN-022,duiStateLaws,TN,"What happens if you refuse a BAC test in Tennessee?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
VA-018,cellPhone,VA,"Are there work zone penalties for cell phone use in Virginia?","No the same penalties apply everywhere in Virginia","Yes 250 dollar fine applies in work zones","Fines are tripled in work zones in Virginia","License suspension applies in work zones only",B
VA-022,duiStateLaws,VA,"What happens if you refuse a BAC test in Virginia?","A written warning is issued for refusing the test","1-year license suspension for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
WA-022,duiStateLaws,WA,"What happens if you refuse a BAC test in Washington?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
WV-022,duiStateLaws,WV,"What happens if you refuse a BAC test in West Virginia?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
WI-023,duiStateLaws,WI,"What happens if you refuse a BAC test in Wisconsin?","A written warning is issued for refusing the test","1-year license revocation for refusing the test","A 90-day administrative suspension is applied","Refusal is treated the same as passing the test",B
U-019,roadSigns,ALL,"What does a double arrow sign mean?","A double arrow sign indicates two-way traffic","A double arrow sign indicates road curves both ways","Traffic may pass on either side of obstruction","A double arrow sign indicates a divided highway",C
U-033,roadSigns,ALL,"What does an advisory speed sign indicate?","A suggested safe speed for the road condition","The posted legal speed limit for the roadway","The minimum speed required on the roadway","The average speed of traffic on the roadway",A
U-058,rulesOfRoad,ALL,"What does a broken white line between lanes mean?","A broken white line means no lane change allowed","Lane changes are permitted with broken white line","A broken white line indicates a carpool lane","A broken white line indicates an exit only lane",B
U-121,safeDriving,ALL,"What is the safest lane position?","The left side of the lane is the safest position","The center of the lane is the safest position","The right side of the lane is the safest position","The safest position varies with the situation",D
AK-015,cellPhone,AK,"Are drivers under 18 allowed to use any cell phone while driving in Alaska?","Yes with hands-free devices only while driving","Yes for emergency calls only while driving","No all cell phone use is prohibited for under 18","Yes with parental permission while driving",C
AZ-026,duiStateLaws,AZ,"What is the minimum jail time for a first Extreme DUI in Arizona?","No jail time is required for first Extreme DUI","A minimum of 10 days jail for first Extreme DUI","30 consecutive days minimum for first Extreme DUI","A minimum of 90 days jail for first Extreme DUI",C
CA-025,duiStateLaws,CA,"Can you get a DUI for prescription drugs in California?","No only alcohol can result in DUI in California","Yes if prescription drugs impair your driving","Only illegal drugs can result in DUI charges","Prescription drugs only count with alcohol use",B
DE-003,gdlLicensing,DE,"How old must the supervising driver be in Delaware?","The supervising driver must be at least 18 years","The supervising driver must be at least 21 years","25 years old with at least 5 years experience","Any licensed driver may supervise in Delaware",C
DE-040,stateUnique,DE,"How long do DUI sentences remain on a Delaware driving record?","DUI sentences remain on record for 3 years","DUI sentences remain on record for 5 years minimum","DUI sentences remain on record for 7 years","DUI sentences remain on record for 10 years",B
FL-013,cellPhone,FL,"Is texting while driving illegal in Florida?","No texting while driving is not illegal in Florida","Yes texting while driving is a primary offense","Texting is only illegal in school zones in Florida","Texting is only illegal for teen drivers in Florida",B
GA-005,gdlLicensing,GA,"What passenger restrictions apply during the first 6 months of a Georgia provisional license?","No passengers under 21 during first 6 months","Only immediate family members may be passengers","One passenger under 18 permitted during period","No passenger restrictions apply during period",B
GA-037,stateUnique,GA,"Are U-turns legal at traffic signals in Georgia?","U-turns are never legal at traffic signals","Yes U-turns legal unless a sign prohibits them","U-turns only legal with a green arrow signal","U-turns only legal in designated left turn lanes",B
HI-026,duiStateLaws,HI,"Can you be charged with OVUII in Hawaii for drug impairment?","No only alcohol can result in OVUII charges","Yes any intoxicating substance can cause OVUII","Only illegal drugs can result in OVUII charges","Only prescription drugs can result in OVUII",B
IL-022,duiStateLaws,IL,"What happens if you refuse a BAC test in Illinois?","A written warning is issued for refusing the test","12-month license suspension for refusing test","A 30-day administrative suspension is applied","Refusal is treated the same as failing the test",B
